customer_email,customer_name,customer_age,age_group,customer_value_tier,customer_segment
crystal61@example.com,Teresa Gonzalez,66,65+,Low,Small Business
sarahhendricks@example.net,Samuel Cooper,19,18-25,Low,Enterprise
john12@example.org,Elizabeth Morrow,57,51-65,Premium,Enterprise
brandon02@example.com,Evelyn Livingston,82,65+,Premium,Small Business
isaac37@example.net,Joanne Lewis,73,65+,Low,Individual
emartin@example.com,Jose Roach,63,51-65,Medium,Small Business
qjacobs@example.net,Anonymous Customer,44,36-50,Medium,Small Business
coreyochoa@example.com,Monica Nixon,47,36-50,Premium,Enterprise
patricia75@example.org,Derek Wang Jr.,43,36-50,Medium,Enterprise
deanrobert@example.net,Taylor Willis,41,36-50,Premium,Enterprise
wdavis@example.com,Leonard Myers,23,18-25,Low,Small Business
bmaxwell@example.org,Emily Vaughn Dvm,40,36-50,Low,Individual
heather77@example.org,Sarah Alexander,64,51-65,High,Individual
melissarios@example.net,Julie Thompson,78,65+,Medium,Individual
wadekaren@example.com,James Newton,45,36-50,High,Small Business
vhampton@example.com,Cameron Lucas,39,36-50,High,Enterprise
stacy00@example.org,Jeremy Mooney,57,51-65,Low,Enterprise
shuerta@example.com,Kathryn Fischer,41,36-50,Low,Enterprise
hopkinsmelissa@example.com,Sandra Parker,66,65+,High,Small Business
mterry@example.net,Samantha Torres,69,65+,Medium,Small Business
garretttran@example.com,Aimee Griffith,27,26-35,Low,Individual
nathan78@example.com,Matthew Clark,39,36-50,Premium,Individual
neaton@example.org,Erin Thornton,55,51-65,Premium,Enterprise
andrewwagner@example.org,Paul Barnes,31,26-35,High,Individual
greendevin@example.com,Gregory Stevens,34,26-35,High,Individual
armstrongmary@example.com,David Salinas,50,36-50,Medium,Small Business
mitchellashley@example.net,Maria Ramos,81,65+,Medium,Enterprise
agonzales@example.org,Charles Sandoval,64,51-65,Premium,Individual
dnixon@example.org,Michael Shaw,40,36-50,High,Small Business
onelson@example.com,Joseph Bruce,70,65+,Medium,Small Business
qmorrison@example.net,Linda Massey,56,51-65,Medium,Enterprise
johngonzalez@example.org,Anonymous Customer,82,65+,High,Small Business
yboyd@example.net,Jeffrey Hunt,36,36-50,Low,Enterprise
grasmussen@example.com,Bryan West,20,18-25,Medium,Enterprise
ostokes@example.net,Charles Cook,47,36-50,Low,Enterprise
ohall@example.com,Lisa Castillo,48,36-50,Low,Enterprise
sandra96@example.org,Larry Johnson,26,26-35,Low,Small Business
brian67@example.org,Daniel Roberts,68,65+,Premium,Enterprise
villanuevashannon@example.com,Matthew Hamilton,50,36-50,Premium,Individual
qnixon@example.net,Jill Ayala,49,36-50,Low,Small Business
lucerobrandon@example.net,Karen Patel,71,65+,Premium,Enterprise
jeffward@example.net,Terry Mason,51,51-65,Premium,Small Business
donald10@example.net,Michael Moore,33,26-35,Low,Individual
yjimenez@example.com,Douglas Hawkins,53,51-65,Low,Small Business
fwebster@example.org,Denise Obrien,62,51-65,Low,Enterprise
teresa24@example.com,Alison Allen,31,26-35,Low,Enterprise
lindseyguerrero@example.net,Linda Bailey,78,65+,High,Enterprise
megan85@example.net,John Tran,46,36-50,Medium,Small Business
johnsonchristy@example.net,Anonymous Customer,16,18-25,Low,Enterprise
kristendaugherty@example.net,Jessica Mcdaniel,67,65+,High,Small Business
obrooks@example.com,Julie Walker,42,36-50,Medium,Small Business
dgarcia@example.com,William Randall,80,65+,Premium,Individual
kthomas@example.org,Laura Fields,39,36-50,Premium,Individual
avilamario@example.org,Seth Gray,74,65+,Premium,Small Business
stevecox@example.org,Alexandra Crawford,57,51-65,High,Individual
sgallagher@example.com,Sarah Ballard,84,65+,High,Enterprise
daniel53@example.net,Selena Holt,22,18-25,High,Enterprise
brownrichard@example.net,Amanda Peterson,31,26-35,High,Enterprise
sarah39@example.net,Gregory Moreno,68,65+,Low,Individual
sherry52@example.org,Sharon Scott,85,65+,Low,Enterprise
joshua13@example.net,Eric Kaufman,17,18-25,Low,Individual
mmorales@example.org,Laura Rios,76,65+,Medium,Individual
lsilva@example.org,Cynthia Miller,22,18-25,Medium,Enterprise
curtisbryce@example.org,Samantha Clark,75,65+,Medium,Individual
brownmaria@example.org,Doris Bush,17,18-25,High,Enterprise
chadedwards@example.net,Robert Perez,69,65+,High,Enterprise
ktaylor@example.org,Renee Aguilar,42,36-50,Medium,Small Business
drew85@example.org,Chelsea Mitchell,68,65+,Medium,Enterprise
duncanedward@example.com,Anthony Walls,54,51-65,Medium,Small Business
nnguyen@example.net,Nicholas Gomez,56,51-65,Low,Individual
amyshepard@example.com,Denise Ali,75,65+,Premium,Enterprise
dmay@example.net,Judy Dean Md,53,51-65,Low,Enterprise
rogersoscar@example.org,Jim Moreno,17,18-25,Low,Individual
philip09@example.net,Tammy Williams,50,36-50,Medium,Small Business
trevinodillon@example.net,James Rodriguez,74,65+,Low,Individual
yfuller@example.com,Sylvia Williams,59,51-65,High,Enterprise
christina85@example.net,William Ward,54,51-65,High,Enterprise
margaretalvarez@example.net,Jessica Washington,45,36-50,Low,Enterprise
jeremiah29@example.net,Tammy Parker,43,36-50,Medium,Small Business
bmorton@example.net,Erika Hernandez,16,18-25,Low,Small Business
tyler42@example.com,Jesus Knox,28,26-35,Medium,Individual
andersondeborah@example.net,Carol Garcia,38,36-50,Low,Small Business
pattonstacy@example.org,Jerry Braun,36,36-50,High,Enterprise
mitchell23@example.com,Victoria Sanchez,73,65+,Premium,Enterprise
mrobinson@example.net,Rebecca Clark,39,36-50,High,Individual
robert68@example.com,Jeremy Schultz,58,51-65,High,Small Business
samantha00@example.org,Amanda Barrett,17,18-25,Premium,Individual
amymurphy@example.com,Justin Sandoval,25,18-25,Low,Individual
jeffrey85@example.com,Susan Castaneda,43,36-50,Medium,Small Business
toliver@example.com,Mark Ali,60,51-65,Premium,Enterprise
baileykatherine@example.net,Tamara Lloyd,73,65+,Medium,Individual
mdavis@example.net,Tina Nelson,41,36-50,High,Small Business
dillonrichard@example.com,Brian Davis,68,65+,Premium,Enterprise
kelly55@example.org,Susan Myers,72,65+,Low,Enterprise
xcoleman@example.net,Melinda Robinson,28,26-35,Premium,Enterprise
joshualivingston@example.org,Lisa Williams,27,26-35,High,Small Business
jackpatterson@example.com,Kristina Davenport,26,26-35,Low,Enterprise
ydavis@example.org,Lisa Rodriguez,21,18-25,Premium,Enterprise
michaelwilson@example.org,Angela Gonzalez,46,36-50,High,Individual
tlopez@example.com,Carla Hunter,57,51-65,High,Enterprise
jeremyoliver@example.net,Cheryl Jackson,41,36-50,Premium,Small Business
kgrant@example.com,Mr. Leonard Stanton,33,26-35,Premium,Small Business
doris13@example.net,Mary Mills,72,65+,High,Small Business
alexis74@example.com,Melissa Becker,26,26-35,Low,Enterprise
autumnbarnes@example.net,Jesse Bishop,58,51-65,Low,Enterprise
cruzwilliam@example.org,Glenn Washington,55,51-65,Premium,Individual
harperjorge@example.com,Chase Martinez,77,65+,High,Enterprise
wooddavid@example.com,Tiffany Martinez,42,36-50,Medium,Individual
fkirk@example.net,David Jones,21,18-25,High,Enterprise
catherine14@example.com,Ronnie Contreras,51,51-65,Premium,Small Business
megan01@example.com,David Norris,64,51-65,High,Enterprise
graysierra@example.org,Desiree Everett,47,36-50,Medium,Small Business
adrian91@example.org,Crystal Alvarez,18,18-25,High,Small Business
tuckeraudrey@example.com,John Jones,29,26-35,Medium,Enterprise
collinsmichael@example.com,Tyler Berger,58,51-65,Medium,Small Business
amymathews@example.com,Marisa Murphy,39,36-50,High,Individual
esimmons@example.net,Shane Thompson,47,36-50,Premium,Individual
reyesamber@example.net,Daisy Meyer,72,65+,Low,Small Business
morrowcassandra@example.com,Michelle Werner,23,18-25,Medium,Small Business
john03@example.org,Eric Giles,68,65+,Low,Small Business
craigchristina@example.net,Michael Green,25,18-25,Medium,Individual
thompsondanielle@example.com,Karen Clark,60,51-65,Medium,Enterprise
gabrielcasey@example.org,Brenda Lutz,51,51-65,Low,Enterprise
markthomas@example.com,Debbie Hall,16,18-25,Low,Small Business
brianleon@example.com,Susan Green,57,51-65,Premium,Enterprise
kaylabridges@example.org,Tyler Mcdonald,75,65+,Medium,Enterprise
aphillips@example.org,Hannah Mendez,54,51-65,Low,Individual
qmoore@example.org,Antonio Johnson,67,65+,High,Small Business
rangelpaul@example.org,David Lyons,66,65+,Medium,Small Business
ryanbarnes@example.net,Lucas Davis,63,51-65,Medium,Individual
sandra26@example.org,Vanessa Moore,34,26-35,Premium,Individual
sandra45@example.net,Lisa Gilbert,46,36-50,Medium,Individual
michelle52@example.net,Gabriel Davidson,79,65+,Low,Individual
curtis88@example.net,Judy Sanders,43,36-50,Premium,Individual
ronnierussell@example.com,Felicia Graham,57,51-65,Medium,Small Business
jacksoncourtney@example.org,Daniel Moss,83,65+,Low,Enterprise
nkelly@example.net,Anonymous Customer,59,51-65,High,Enterprise
jillian35@example.com,Deborah Jones,81,65+,Low,Enterprise
anne83@example.net,Erin Mueller,39,36-50,Medium,Small Business
annamartinez@example.org,Anonymous Customer,37,36-50,Medium,Enterprise
sharonnorris@example.com,Cindy Hanson,59,51-65,High,Enterprise
kristine60@example.com,Heather Henry,23,18-25,Premium,Small Business
teresascott@example.org,Margaret Lamb,83,65+,Premium,Enterprise
achan@example.org,Anonymous Customer,42,36-50,Premium,Enterprise
lorimartin@example.org,Mary Jones,57,51-65,High,Small Business
whitemichelle@example.com,Kevin Woodward,56,51-65,High,Enterprise
rhonda14@example.org,Brandy Hernandez,75,65+,Medium,Enterprise
vmanning@example.org,Robert Burton,55,51-65,Premium,Enterprise
rogersbenjamin@example.com,Francisco Kerr,19,18-25,Low,Enterprise
gsnyder@example.org,Jenna Stephens,35,26-35,Low,Small Business
kathleen13@example.org,Angela Martinez,54,51-65,High,Enterprise
wlee@example.com,Charlotte Escobar,33,26-35,High,Individual
kcarson@example.net,Amanda Lee,21,18-25,High,Enterprise
dmiller@example.org,Shawn Farrell,47,36-50,Premium,Enterprise
matthew78@example.net,Joshua Gomez,58,51-65,Medium,Enterprise
suareznatasha@example.com,Richard Soto,38,36-50,Premium,Individual
deankathleen@example.net,William Aguilar,29,26-35,Low,Small Business
alexander86@example.com,Veronica Greene,66,65+,Low,Enterprise
elizabethsampson@example.net,Jenna Duncan,46,36-50,Medium,Small Business
hnelson@example.org,Steven Carroll,63,51-65,Premium,Enterprise
johnsonkeith@example.com,Angela Dominguez,26,26-35,High,Individual
cescobar@example.org,Ryan Murphy,38,36-50,Premium,Individual
williambriggs@example.net,Christopher Wells,72,65+,Premium,Individual
lisa43@example.org,Jeffrey Reynolds,18,18-25,Premium,Small Business
wgomez@example.org,Thomas Brown,22,18-25,Premium,Enterprise
rgross@example.com,Dawn Murray,67,65+,Low,Small Business
cjones@example.org,Albert Gomez,25,18-25,Premium,Individual
ashley08@example.net,Matthew Thomas,70,65+,Low,Enterprise
vanessadillon@example.com,Pamela Kelley Dds,23,18-25,Low,Individual
kayla21@example.org,Christopher Garcia,79,65+,Medium,Enterprise
colemandawn@example.org,Traci Kelley,83,65+,Low,Individual
brandon99@example.net,Kayla Arnold,25,18-25,Premium,Individual
cartermichael@example.org,Robert Turner,46,36-50,Low,Enterprise
timothy42@example.net,Maurice Padilla,30,26-35,Low,Small Business
smallgeorge@example.com,Daniel Perry,82,65+,High,Enterprise
hollysingh@example.org,Francisco Adams,76,65+,High,Small Business
boonedavid@example.org,Kyle Ramsey,52,51-65,Medium,Enterprise
devon39@example.net,Jody Zimmerman,76,65+,High,Small Business
karen27@example.com,Renee Ross,17,18-25,Medium,Small Business
martinkristopher@example.com,Alicia Garcia,20,18-25,Low,Enterprise
jacobstracy@example.org,David Moore,83,65+,High,Individual
lawsonemily@example.com,Sarah Matthews,18,18-25,Premium,Individual
jonesmatthew@example.org,Sandra Parks,81,65+,Medium,Small Business
paula37@example.net,Anthony Lambert,29,26-35,Low,Enterprise
taylormendoza@example.com,James Parker,53,51-65,Low,Individual
matthewreyes@example.com,Darren Smith,33,26-35,High,Individual
sandrayoung@example.org,David Santana,61,51-65,Medium,Individual
valerie42@example.org,Jason Perez,75,65+,High,Individual
andresgilmore@example.net,Christina Richardson,31,26-35,Medium,Individual
wrightmichael@example.com,Maria Delgado Md,79,65+,Medium,Small Business
ncrawford@example.com,Scott Mckinney,52,51-65,High,Enterprise
burgesskevin@example.org,Terry Gonzalez,51,51-65,High,Enterprise
gloria48@example.net,Margaret Lewis,48,36-50,High,Individual
jennifercarlson@example.com,Samantha Larson,57,51-65,Premium,Individual
michaelwilson@example.net,Joy Pierce,70,65+,Premium,Small Business
jroberts@example.org,Michael Phillips,22,18-25,High,Enterprise
juan24@example.com,Rachel Davidson,76,65+,Premium,Individual
alexis63@example.org,Alejandra Potts,21,18-25,High,Enterprise
kingmichelle@example.net,Tina Curtis,59,51-65,Premium,Individual
lorigutierrez@example.com,Travis Fuller,27,26-35,Premium,Enterprise
qvalentine@example.net,Christian Jones,43,36-50,Premium,Small Business
bcarr@example.com,Christina Tucker,57,51-65,High,Enterprise
paulpalmer@example.net,John Foley,85,65+,High,Enterprise
jeffreyfreeman@example.net,Richard Vazquez,22,18-25,High,Enterprise
gallegosaaron@example.net,Michelle Avery,30,26-35,Medium,Enterprise
mjones@example.com,Karen Morrison,71,65+,Medium,Small Business
hgomez@example.com,Joshua Wilson,57,51-65,Low,Enterprise
theresa26@example.org,Daniel Campbell,25,18-25,Low,Enterprise
tknight@example.com,Spencer Pittman,66,65+,Premium,Small Business
rreyes@example.com,Bradley Smith,20,18-25,Low,Individual
stephanie78@example.net,Spencer Moore,35,26-35,High,Small Business
hendersonalexis@example.org,Kathy Robles,22,18-25,Premium,Enterprise
udoyle@example.net,Patricia Mitchell,25,18-25,Medium,Small Business
guerradebra@example.org,Anthony Harrison,74,65+,Low,Small Business
jacqueline12@example.net,Robin Cox,41,36-50,Premium,Small Business
jamesclarke@example.org,Tristan Marshall,30,26-35,High,Small Business
carlos13@example.net,Brittany Walker,57,51-65,High,Small Business
amberstanley@example.net,Lauren Hines Dds,83,65+,Medium,Enterprise
kdunlap@example.org,William Price,36,36-50,Premium,Enterprise
brittanyreyes@example.com,Juan Carter,26,26-35,Medium,Individual
rmorgan@example.org,David Green,80,65+,Premium,Enterprise
parkererica@example.net,Brittney Johnson,57,51-65,High,Individual
lthomas@example.net,Keith Sims,76,65+,Premium,Enterprise
john39@example.org,Daniel Malone,47,36-50,Premium,Individual
haynescynthia@example.net,Lauren Dunn,43,36-50,Premium,Individual
lutzkaren@example.com,Cory Garrett,73,65+,High,Small Business
melaniejackson@example.org,Amy Campbell,64,51-65,Low,Small Business
thomasabigail@example.net,Carol Hansen,22,18-25,Medium,Small Business
craigbrittany@example.net,Ashley Bowers,72,65+,High,Individual
tina16@example.org,Denise Brown,75,65+,Premium,Enterprise
timothy41@example.org,Brian Burns,30,26-35,Medium,Small Business
carolyn15@example.org,Timothy Thompson,43,36-50,Medium,Small Business
christopher63@example.com,Rebecca Clark,68,65+,High,Individual
kristin46@example.com,Wendy Wilson,56,51-65,Low,Small Business
georgelozano@example.org,Renee Rodriguez,84,65+,Low,Individual
caseadrienne@example.net,Patty Clay,28,26-35,Medium,Individual
alicia10@example.org,Bryan Garcia,59,51-65,Medium,Small Business
john59@example.com,Carlos Cannon,43,36-50,Low,Enterprise
suzanne81@example.org,Kevin Davis,39,36-50,High,Individual
ysimpson@example.com,Jeffrey Burnett,27,26-35,Premium,Enterprise
stevenkemp@example.net,Brandon Hoffman,68,65+,High,Individual
imullen@example.org,John Wise,77,65+,Premium,Individual
mary24@example.net,Mrs. Anna Wilson Md,55,51-65,Low,Enterprise
andrewwolf@example.com,Sandra Turner,43,36-50,High,Enterprise
laurahart@example.org,Kim Chapman,38,36-50,High,Individual
spearsbrittany@example.com,Sara Smith,67,65+,Medium,Individual
adrian41@example.net,Lisa Wright,33,26-35,High,Individual
anthonyparsons@example.com,Brandon Soto,49,36-50,Low,Small Business
zjennings@example.net,James Spears,65,51-65,Low,Enterprise
lauradickson@example.net,Jason Hogan,22,18-25,Low,Small Business
huntamanda@example.net,Joseph Tate Dvm,36,36-50,Medium,Enterprise
brian57@example.org,Courtney Campbell,74,65+,Low,Enterprise
gibbskimberly@example.com,Kathleen Murray,69,65+,Low,Enterprise
russellstephanie@example.com,Vincent Hernandez,35,26-35,Medium,Small Business
michellejones@example.net,Elizabeth Rodriguez,33,26-35,Medium,Enterprise
hhinton@example.com,Anthony Pham,57,51-65,Low,Small Business
kristin93@example.com,Brandi Wolfe,22,18-25,Medium,Small Business
romankevin@example.org,Molly Livingston,71,65+,Medium,Small Business
mariestewart@example.com,Holly Bryant,37,36-50,Premium,Small Business
ystewart@example.com,Melissa Garcia,82,65+,High,Small Business
maddoxlynn@example.org,Jimmy Sparks,57,51-65,Medium,Enterprise
schwartzconnie@example.net,Alicia Boyd,57,51-65,Medium,Enterprise
lindahenson@example.org,Laura Henry,42,36-50,Premium,Enterprise
bmiller@example.net,Gina Reed,47,36-50,Premium,Individual
monica98@example.net,Victoria Young,16,18-25,Medium,Small Business
qchambers@example.net,Sara Butler,63,51-65,Low,Small Business
james22@example.net,Tina Walton,30,26-35,Premium,Individual
davidparrish@example.net,Sarah Fernandez,80,65+,High,Individual
alecsmith@example.org,Michael Robinson,38,36-50,High,Enterprise
angela90@example.org,Timothy Golden,30,26-35,Premium,Small Business
hernandezmichael@example.net,Shawn Reynolds,25,18-25,Premium,Small Business
bishopcheryl@example.org,Patrick Owen,18,18-25,Low,Enterprise
peter69@example.org,Nancy Elliott,27,26-35,High,Enterprise
kaylafisher@example.com,Laura Rodriguez,76,65+,Premium,Individual
smiller@example.org,Chelsea Anderson,81,65+,High,Small Business
gibsonjenna@example.com,Megan Alvarez,39,36-50,Low,Individual
sarah26@example.net,Michelle Becker,40,36-50,Premium,Enterprise
ibuckley@example.net,Dillon Fernandez,60,51-65,Low,Enterprise
mark27@example.com,Deborah Vaughn,74,65+,Medium,Enterprise
vmorgan@example.org,Ricky Ballard,83,65+,Low,Enterprise
stephensstephanie@example.net,Derek Kirby,84,65+,Premium,Individual
lramos@example.net,Kimberly Hopkins,85,65+,Medium,Enterprise
morajames@example.com,Ashley Eaton,49,36-50,Premium,Enterprise
nancy01@example.org,Donald Espinoza,34,26-35,Premium,Small Business
jason28@example.net,Robyn Clarke,63,51-65,High,Enterprise
wallslance@example.com,Anonymous Customer,43,36-50,Premium,Individual
laurapittman@example.org,John Kim,38,36-50,High,Individual
brandonguerrero@example.org,Christopher Sexton,54,51-65,Premium,Small Business
linda32@example.org,Ricardo Collins,85,65+,Medium,Enterprise
kenneth96@example.net,Amanda Sexton,79,65+,High,Small Business
brianorr@example.net,Joe Robbins,17,18-25,High,Enterprise
randy61@example.com,Marc Neal,21,18-25,High,Individual
lewismary@example.com,Jacqueline Davis,27,26-35,Medium,Enterprise
caseykrause@example.net,Emily Steele,28,26-35,Low,Small Business
lchang@example.net,Brenda Johnson,79,65+,High,Enterprise
kenneth15@example.com,Alexander Brown,36,36-50,High,Small Business
landrynicholas@example.com,Patricia Frazier,51,51-65,Medium,Enterprise
andrewwilson@example.com,Jake Moore,73,65+,High,Small Business
floresstephen@example.org,Samantha Hoffman,27,26-35,High,Enterprise
levyelizabeth@example.org,John Long,36,36-50,Premium,Small Business
april93@example.org,Claire Vance,37,36-50,High,Individual
robert79@example.com,Stephanie Olson,38,36-50,Medium,Individual
joshuaponce@example.com,Sean Nguyen,67,65+,Low,Small Business
clayscott@example.com,Jason Rowland,56,51-65,Premium,Individual
joshuawest@example.org,Holly Rowe,17,18-25,Premium,Individual
christopher52@example.org,Michael Abbott,81,65+,High,Individual
millersteven@example.net,Vanessa Clark,71,65+,Low,Individual
anita77@example.com,Xavier Jones,42,36-50,Low,Enterprise
ehopkins@example.org,Jason Gonzalez,59,51-65,Medium,Enterprise
tylerrusso@example.com,Joshua Phelps,53,51-65,High,Individual
tkim@example.com,Mary Wagner,77,65+,Low,Individual
ortegamaureen@example.com,Tiffany Rivera,30,26-35,Medium,Small Business
sullivanjose@example.com,Jennifer Thomas,35,26-35,Low,Individual
reedchristopher@example.org,Nathan Mathews,77,65+,High,Individual
courtneyshaw@example.com,Megan Hall,16,18-25,Low,Small Business
gedwards@example.net,Paul Dennis,81,65+,Premium,Individual
snyderlauren@example.net,Jason Brown,19,18-25,High,Individual
forbeslisa@example.com,Lisa Ford,70,65+,Premium,Small Business
rojasjose@example.com,Carmen Hughes,73,65+,Medium,Small Business
jennifer87@example.org,Christian Barrett,52,51-65,Premium,Individual
brownchristopher@example.com,Daniel Miller,24,18-25,High,Enterprise
scott55@example.com,Amanda Hubbard,29,26-35,Premium,Enterprise
edwardwhite@example.net,Danielle Parks,78,65+,Low,Enterprise
piercemadeline@example.org,Zachary Mccarthy,29,26-35,High,Small Business
michaelpalmer@example.org,Robert Riddle,27,26-35,High,Individual
kclark@example.com,Kyle Hess,28,26-35,Medium,Individual
thomaslester@example.org,Don Rogers,78,65+,High,Enterprise
hsweeney@example.com,Charles Melendez,48,36-50,High,Enterprise
graysarah@example.org,Vanessa Barber,24,18-25,Low,Individual
bthomas@example.com,Joseph Beltran,50,36-50,High,Enterprise
rthompson@example.com,Erin Huang,45,36-50,Low,Small Business
thomasalyssa@example.com,Terry Booker,24,18-25,Medium,Individual
stephenwillis@example.net,Timothy Riley,22,18-25,Premium,Enterprise
thomasbenjamin@example.org,Leah Davis,31,26-35,Medium,Small Business
christian68@example.com,Victoria Brewer,55,51-65,High,Small Business
frederick37@example.org,Ryan Espinoza,81,65+,Low,Small Business
nwatson@example.org,Shannon Hayes,50,36-50,Medium,Small Business
pjohnson@example.com,Christopher Maynard,37,36-50,Low,Individual
ronaldfriedman@example.net,Katrina Mitchell,44,36-50,Premium,Enterprise
montoyaveronica@example.org,Zachary Robinson,43,36-50,High,Small Business
john67@example.org,Ms. Mary Gomez,34,26-35,Medium,Individual
olivernicole@example.com,Kimberly Medina,36,36-50,Premium,Small Business
dillonharris@example.org,Tyler Barnes,47,36-50,High,Individual
sheri89@example.net,Angela Kelly,53,51-65,High,Individual
rstephens@example.org,Caroline Harris,19,18-25,Medium,Enterprise
dhayes@example.com,Patricia Mcdonald,52,51-65,Low,Small Business
meaganevans@example.net,Anonymous Customer,61,51-65,Low,Enterprise
destiny71@example.org,Noah Herring,42,36-50,High,Enterprise
fmcbride@example.org,Jacqueline Fischer,58,51-65,Low,Individual
andersoneric@example.com,Anonymous Customer,50,36-50,Low,Individual
tammy84@example.com,Rebekah Mercado,29,26-35,Low,Enterprise
leemichael@example.net,Brett Smith,25,18-25,Low,Small Business
heatherwells@example.org,Karen Gray,47,36-50,Premium,Individual
htorres@example.net,Mark Obrien,53,51-65,Medium,Small Business
sarahblack@example.net,Joshua Gonzales,35,26-35,Premium,Small Business
ashley70@example.com,Jeffrey Perry Dds,85,65+,Premium,Enterprise
chandlerfelicia@example.org,Emily Page,70,65+,High,Enterprise
juliecarney@example.org,Mary Roth,45,36-50,Low,Small Business
lthomas@example.com,Anonymous Customer,26,26-35,High,Enterprise
andradevanessa@example.com,Benjamin Jones,73,65+,Medium,Individual
haroldmcneil@example.com,Toni Williams,31,26-35,Low,Enterprise
barbarahoward@example.org,Christopher Weaver,65,51-65,High,Small Business
sweeneydarren@example.org,Amanda Coleman,58,51-65,Medium,Small Business
lisa59@example.net,John Herrera,36,36-50,Medium,Individual
gibbsrobert@example.org,Bryan Tucker,20,18-25,Premium,Individual
steven60@example.org,Joseph Luna,23,18-25,Premium,Enterprise
mariabailey@example.org,Christina Coleman,35,26-35,Low,Individual
davidford@example.org,Seth Smith,55,51-65,High,Individual
robin69@example.com,Megan Moore,78,65+,Low,Small Business
patrick66@example.com,Natalie Reynolds,40,36-50,Medium,Individual
robert14@example.org,Tara Dennis,22,18-25,High,Individual
hooddaniel@example.com,Alejandra Smith,55,51-65,Low,Enterprise
smiththomas@example.net,Jordan Burns,56,51-65,Premium,Enterprise
jeffreysimmons@example.org,Tyler Thomas,40,36-50,Premium,Individual
monicaclark@example.org,Anonymous Customer,66,65+,High,Enterprise
xsnyder@example.com,Brian Hill,85,65+,Medium,Small Business
smithmichael@example.org,Dr. Jessica Williams Dds,83,65+,Premium,Individual
victor39@example.org,Ms. Jane Schneider,25,18-25,High,Small Business
mitchelldavid@example.net,Tina Romero,21,18-25,High,Small Business
xwood@example.com,Joseph Wong,42,36-50,Low,Individual
jillarnold@example.org,Travis Lewis,28,26-35,High,Enterprise
paul50@example.org,Patrick Campbell,29,26-35,High,Individual
jennifer41@example.net,Joshua Sanchez,24,18-25,Premium,Small Business
usingh@example.com,Luis Martin,58,51-65,Premium,Enterprise
fwright@example.net,Scott Chung,42,36-50,High,Small Business
reedkristy@example.net,Jay Lee,78,65+,Medium,Small Business
fergusonnatalie@example.org,John Hall,34,26-35,Low,Enterprise
hamiltonandrew@example.org,Julie Barnes,56,51-65,Medium,Enterprise
patrick11@example.net,Robert Smith,19,18-25,Low,Small Business
mccarthyvalerie@example.com,Krista Anderson,51,51-65,High,Small Business
andrewsnyder@example.org,Daniel Hart,83,65+,Low,Enterprise
waltervargas@example.net,Christina Rosario,70,65+,Medium,Small Business
deborah86@example.org,Jennifer Hopkins,65,51-65,High,Individual
qmayer@example.net,Mary Lindsey,58,51-65,Low,Small Business
matthewcooper@example.org,Jason Wilcox,68,65+,Premium,Individual
beckjean@example.com,Robert Bailey,43,36-50,Premium,Small Business
christina08@example.net,William Sanchez,80,65+,Premium,Enterprise
samanthaenglish@example.org,Donna Grant,23,18-25,Premium,Individual
nhunter@example.com,Carla Chavez,23,18-25,High,Individual
mcmillanchristopher@example.net,Russell Sims Jr.,85,65+,Premium,Enterprise
wilsonjeremy@example.org,William Hayes,50,36-50,High,Enterprise
tjones@example.com,Thomas Wiggins,75,65+,Premium,Enterprise
shawdanielle@example.org,Deborah Wells,78,65+,Premium,Small Business
perezbrian@example.net,Alyssa Smith,27,26-35,Low,Individual
danielguerrero@example.net,Danielle Cobb,78,65+,High,Enterprise
rcrosby@example.com,Angela Hernandez,55,51-65,Medium,Individual
nicholas84@example.com,Michelle Sampson,75,65+,High,Small Business
cartersteven@example.net,Emily Henson,55,51-65,Low,Enterprise
glennkristina@example.org,Melissa Lynch,58,51-65,Medium,Enterprise
emartinez@example.net,Sarah Bennett,63,51-65,Premium,Small Business
taylorrichard@example.net,Lauren Stephens,44,36-50,Low,Small Business
jessicaspence@example.com,Janice Singleton,73,65+,Low,Enterprise
yhorton@example.com,Ryan Cain,85,65+,Medium,Enterprise
mwatson@example.com,Raven House,25,18-25,Premium,Individual
ehenry@example.org,Emma Kerr,47,36-50,High,Small Business
barreralouis@example.net,Renee Hunter,45,36-50,Premium,Small Business
kimberlyyoung@example.org,Casey Rios,36,36-50,Medium,Enterprise
housejennifer@example.com,John Campbell,63,51-65,Medium,Enterprise
griffindeanna@example.net,Jennifer Morgan,51,51-65,Low,Individual
eric73@example.org,Deborah Powell,46,36-50,Premium,Individual
lbecker@example.org,Aaron Cook,47,36-50,Premium,Enterprise
tonyarowe@example.org,Kelly Smith,59,51-65,Medium,Small Business
wsanders@example.org,Hannah Waters,20,18-25,Premium,Individual
gonzalesjessica@example.net,Kimberly Jimenez,57,51-65,Premium,Small Business
butlerjacob@example.net,Megan Bowers,85,65+,Low,Individual
kelly19@example.com,Patrick Walker,42,36-50,High,Enterprise
amber67@example.org,Jordan Little,68,65+,High,Small Business
maria63@example.com,Nicole Moore,82,65+,Premium,Enterprise
bookerjohn@example.com,Ronald Dickson,71,65+,Premium,Individual
lmaynard@example.com,Michael Benson,29,26-35,Premium,Enterprise
qmartin@example.com,Anonymous Customer,55,51-65,Low,Enterprise
watsonmelissa@example.com,Micheal Thomas,24,18-25,Premium,Small Business
