transaction_id,sale_date,customer_name,customer_email,customer_age,product_category,product_name,quantity,unit_price,discount_percent,total_amount,payment_method,sales_rep,region,customer_segment,order_priority,year,month,quarter,day_of_week,day_name,is_weekend,is_month_end,days_since_first_sale,season,is_holiday_season,age_group,customer_total_spent,customer_avg_order,customer_order_count,customer_first_purchase,customer_last_purchase,customer_value_tier,price_tier,discount_tier,gross_revenue,discount_amount,revenue_per_unit,profit_margin,rep_total_sales,rep_avg_sale,rep_transaction_count,rep_total_quantity,region_avg_sale,recency_score,frequency_rank,monetary_rank,is_high_value_customer,is_at_risk_customer,is_vip_customer,is_bulk_purchase,is_high_discount_sale,is_premium_product,is_weekend_sale,is_holiday_season_sale,is_new_customer,is_repeat_customer,is_high_margin_sale,is_large_transaction,is_electronics_purchase,is_urgent_order,is_enterprise_customer
TXN004603,2025-06-14,Kathleen Jones,frazierwendy@example.com,67,Electronics,Tablet,11,1357.18,18.8,12122.33,Cash,Ethan Adams,East,Small Business,High,2025,6,2,5,Saturday,1,0,664,Summer,0,65+,12122.33,12122.33,1,2025-06-14,2025-06-14,Premium,Mid-Range,Medium,14928.980000000001,2806.6482400000004,1102.03,81.2,1011704.63,2208.96,458,3016,2107.87,5,2,5,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0
TXN004604,2023-12-21,Megan Martinez,lopezstephanie@example.com,21,Electronics,Monitor,9,1059.44,10.1,8571.93,Paypal,Lisa Jackson,North,Small Business,Medium,2023,12,4,3,Thursday,0,0,123,Winter,1,18-25,8571.93,8571.93,1,2023-12-21,2023-12-21,Premium,Mid-Range,Medium,9534.960000000001,963.03096,952.44,89.9,1116273.15,2345.11,476,3122,2139.28,1,3,5,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0
TXN004605,2024-03-19,Carl Parsons,dana90@example.net,85,Books,Cookbook,10,50.5,8.7,461.06,Cash,Matthew Foster,East,Individual,Urgent,2024,3,1,1,Tuesday,0,0,212,Spring,0,65+,461.06,461.06,1,2024-03-19,2024-03-19,Medium,Mid-Range,Low,505.0,43.934999999999995,46.11,91.3,1022438.71,2078.13,492,3240,2107.87,2,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
TXN004606,2024-01-09,Monique Reyes,lisa46@example.net,60,Electronics,Smartphone,1,1163.62,11.0,1035.62,Debit Card,Daniel Wagner,Central,Enterprise,Low,2024,1,1,1,Tuesday,0,0,142,Winter,0,51-65,1035.62,1035.62,1,2024-01-09,2024-01-09,High,Mid-Range,Medium,1163.62,127.99819999999998,1035.62,89.0,1094357.58,2237.95,489,3176,2202.89,1,3,3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
TXN004607,2024-11-29,Brandon Rogers,yrobinson@example.org,27,Clothing,T-Shirt,8,70.29,16.0,472.35,Cash,Gina Moore,North,Individual,Medium,2024,11,4,4,Friday,0,0,467,Fall,1,26-35,472.35,472.35,1,2024-11-29,2024-11-29,Medium,Budget,Medium,562.32,89.97120000000001,59.04,84.0,1015353.97,2281.69,445,2864,2139.28,4,5,2,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0
TXN004608,2023-11-27,Michael Johnson,keithdennis@example.com,33,Clothing,Jeans,8,142.91,10.4,1024.38,Cash,Gina Moore,Central,Small Business,Low,2023,11,4,0,Monday,0,0,99,Fall,1,26-35,1024.38,1024.38,1,2023-11-27,2023-11-27,Medium,Mid-Range,Medium,1143.28,118.90112,128.05,89.6,1015353.97,2281.69,445,2864,2202.89,1,3,3,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
TXN004609,2024-04-19,Michael Davis,alexis07@example.com,47,Clothing,Shorts,2,239.41,4.3,458.23,Debit Card,Ethan Adams,East,Enterprise,High,2024,4,2,4,Friday,0,0,243,Spring,0,36-50,458.23,458.23,1,2024-04-19,2024-04-19,Medium,Premium,Low,478.82,20.58926,229.12,95.7,1011704.63,2208.96,458,3016,2107.87,2,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
TXN004610,2023-12-07,Linda Rose,cameron42@example.org,30,Electronics,Tablet,8,586.77,4.1,4501.7,Credit Card,Tommy Walter,East,Small Business,High,2023,12,4,3,Thursday,0,0,109,Winter,1,26-35,4501.7,4501.7,1,2023-12-07,2023-12-07,Premium,Budget,Low,4694.16,192.46055999999996,562.71,95.9,972699.08,2018.05,482,3075,2107.87,1,1,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
TXN004611,2025-04-01,Kendra Lopez,brandon45@example.org,25,Home & Garden,Furniture,1,137.93,9.0,125.52,Credit Card,Patty Perez,North,Small Business,Low,2025,4,2,1,Tuesday,0,0,590,Spring,0,18-25,125.52,125.52,1,2025-04-01,2025-04-01,Low,Budget,Low,137.93,12.4137,125.52,91.0,1050508.21,2254.31,466,3003,2139.28,5,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
TXN004612,2024-12-28,Lindsay Mclaughlin,shellyrobertson@example.net,17,Electronics,Headphones,8,1372.77,25.4,8192.69,Bank Transfer,Margaret Hawkins Dds,East,Individual,High,2024,12,4,5,Saturday,1,0,496,Winter,1,18-25,8192.69,8192.69,1,2024-12-28,2024-12-28,Premium,Mid-Range,High,10982.16,2789.46864,1024.09,74.6,1074806.64,2202.47,488,3142,2107.87,4,5,5,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0
TXN004613,2025-08-09,Krystal Moody,taylorjoseph@example.com,54,Sports,Basketball,3,47.37,1.2,140.4,Credit Card,Ryan Munoz,East,Individual,Low,2025,8,3,5,Saturday,1,0,720,Summer,0,51-65,140.4,140.4,1,2025-08-09,2025-08-09,Low,Budget,Low,142.10999999999999,1.70532,46.8,98.8,1022796.97,2180.8,469,3143,2107.87,5,5,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
TXN004614,2024-01-02,Angelica Solomon,mcdonaldcole@example.net,42,Clothing,T-Shirt,7,289.41,29.8,1422.16,Cash,Abigail Shaffer,West,Individual,High,2024,1,1,1,Tuesday,0,0,135,Winter,0,36-50,1422.16,1422.16,1,2024-01-02,2024-01-02,High,Premium,High,2025.8700000000001,603.70926,203.17,70.2,984709.16,2077.45,474,3046,2047.51,1,3,3,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
TXN004615,2024-12-31,Gary Norris,katherineburns@example.net,83,Home & Garden,Plant,10,37.27,7.2,345.87,Paypal,Derek Zuniga,West,Small Business,Urgent,2024,12,4,1,Tuesday,0,1,499,Winter,1,65+,345.87,345.87,1,2024-12-31,2024-12-31,Medium,Budget,Low,372.70000000000005,26.834400000000006,34.59,92.8,981316.26,2079.06,472,3127,2047.51,4,3,2,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0
TXN004616,2024-07-29,Jeffrey Cooper,csanders@example.org,41,Sports,Yoga Mat,10,484.18,24.5,3655.56,Paypal,Gina Moore,South,Individual,Low,2024,7,3,0,Monday,0,0,344,Summer,0,36-50,3830.66,1915.33,2,2023-11-15,2024-07-29,Premium,Premium,High,4841.8,1186.241,365.56,75.5,1015353.97,2281.69,445,2864,2108.51,3,5,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
TXN004617,2025-08-17,Travis Morgan,angela14@example.com,16,Books,Textbook,9,68.74,5.7,583.4,Bank Transfer,Brian Ramirez,North,Individual,High,2025,8,3,6,Sunday,1,0,728,Summer,0,18-25,583.4,583.4,1,2025-08-17,2025-08-17,Medium,Premium,Low,618.66,35.263619999999996,64.82,94.3,1074734.73,2229.74,482,3080,2139.28,5,1,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
TXN004618,2024-02-04,Terry Sullivan,morganfrances@example.net,45,Sports,Basketball,1,396.33,21.2,312.31,Bank Transfer,Cristian Santos,East,Small Business,Urgent,2024,2,1,6,Sunday,1,0,168,Winter,0,36-50,312.31,312.31,1,2024-02-04,2024-02-04,Low,Premium,High,396.33,84.02195999999999,312.31,78.8,1050434.85,2117.81,496,3267,2107.87,2,4,2,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0
TXN004619,2024-05-14,Laura Berg,harold02@example.org,82,Books,Non-Fiction,7,29.61,10.0,186.54,Debit Card,Gina Moore,South,Small Business,Medium,2024,5,2,1,Tuesday,0,0,268,Spring,0,65+,186.54,186.54,1,2024-05-14,2024-05-14,Low,Budget,Low,207.26999999999998,20.727,26.65,90.0,1015353.97,2281.69,445,2864,2108.51,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN004620,2023-09-28,Martin Clark,maria33@example.net,78,Books,Biography,11,60.58,29.2,471.8,Debit Card,Cristian Santos,South,Small Business,Medium,2023,9,3,3,Thursday,0,0,39,Fall,0,65+,471.8,471.8,1,2023-09-28,2023-09-28,Medium,Premium,High,666.38,194.58295999999999,42.89,70.8,1050434.85,2117.81,496,3267,2108.51,1,3,2,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
TXN004621,2024-01-13,John Bond,william47@example.com,33,Home & Garden,Decor,3,493.45,19.5,1191.68,Cash,Allison Hill,West,Individual,Urgent,2024,1,1,5,Saturday,1,0,146,Winter,0,26-35,1191.68,1191.68,1,2024-01-13,2024-01-13,High,Mid-Range,Medium,1480.35,288.66825,397.23,80.5,1083710.87,2248.36,482,3190,2047.51,1,5,3,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
TXN004622,2024-02-07,Stephen Cunningham,carriemunoz@example.org,62,Books,Manual,3,73.8,7.6,204.57,Paypal,Carla Gray,East,Enterprise,Medium,2024,2,1,2,Wednesday,0,0,171,Winter,0,51-65,204.57,204.57,1,2024-02-07,2024-02-07,Low,Premium,Low,221.39999999999998,16.8264,68.19,92.4,965704.31,2225.13,434,2878,2107.87,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
TXN004623,2024-11-02,Brian Burke,valeriereed@example.org,82,Sports,Basketball,12,299.84,6.0,3382.2,Credit Card,Cristian Santos,East,Enterprise,Low,2024,11,4,5,Saturday,1,0,440,Fall,1,65+,3382.2,3382.2,1,2024-11-02,2024-11-02,Premium,Mid-Range,Low,3598.08,215.88479999999998,281.85,94.0,1050434.85,2117.81,496,3267,2107.87,4,5,5,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1
TXN004624,2025-04-24,Heidi Murray,rushlaurie@example.org,54,Clothing,Dress,10,141.1,14.3,1209.23,Credit Card,Ryan Munoz,South,Small Business,Low,2025,4,2,3,Thursday,0,0,613,Spring,0,51-65,1209.23,1209.23,1,2025-04-24,2025-04-24,High,Mid-Range,Medium,1411.0,201.77300000000002,120.92,85.7,1022796.97,2180.8,469,3143,2108.51,5,4,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN004625,2025-06-15,Jennifer Nunez,arthurhowe@example.com,48,Home & Garden,Lamp,7,145.1,2.1,994.37,Paypal,Ryan Munoz,South,Individual,Low,2025,6,2,6,Sunday,1,0,665,Summer,0,36-50,994.37,994.37,1,2025-06-15,2025-06-15,Medium,Budget,Low,1015.6999999999999,21.3297,142.05,97.9,1022796.97,2180.8,469,3143,2108.51,5,1,3,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
TXN004626,2024-01-14,Megan George,smithjoshua@example.com,43,Sports,Tennis Racket,7,486.46,0.3,3395.0,Credit Card,Abigail Shaffer,Central,Enterprise,Urgent,2024,1,1,6,Sunday,1,0,147,Winter,0,36-50,3804.94,1902.47,2,2024-01-14,2025-08-14,Premium,Premium,Low,3405.22,10.21566,485.0,99.7,984709.16,2077.45,474,3046,2202.89,5,5,5,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1
TXN004627,2024-11-18,Shawn Long,john29@example.com,76,Books,Non-Fiction,7,65.53,18.1,375.68,Paypal,Connie Lawrence,East,Enterprise,Medium,2024,11,4,0,Monday,0,0,456,Fall,1,65+,375.68,375.68,1,2024-11-18,2024-11-18,Medium,Premium,Medium,458.71000000000004,83.02651000000002,53.67,81.9,968793.08,1895.88,511,3246,2107.87,4,3,2,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1
TXN004628,2023-12-26,Charles Vaughn,welchsteven@example.org,68,Home & Garden,Lamp,12,80.9,25.4,724.22,Credit Card,Cristian Santos,Central,Individual,Urgent,2023,12,4,1,Tuesday,0,0,128,Winter,1,65+,724.22,724.22,1,2023-12-26,2023-12-26,Medium,Budget,High,970.8000000000001,246.58320000000003,60.35,74.6,1050434.85,2117.81,496,3267,2202.89,1,5,3,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0
TXN004629,2025-06-08,Tina Sanders,luismurray@example.org,52,Electronics,Smartphone,10,1739.93,16.6,14511.02,Bank Transfer,Angie Henderson,Central,Small Business,Low,2025,6,2,6,Sunday,1,0,658,Summer,0,51-65,14511.02,14511.02,1,2025-06-08,2025-06-08,Premium,Premium,Medium,17399.3,2888.2838,1451.1,83.4,956042.28,1931.4,495,3172,2202.89,5,3,5,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0
TXN004630,2025-07-31,Stephanie Mora,elizabeth10@example.net,53,Sports,Soccer Ball,8,186.55,28.9,1061.1,Credit Card,Derek Zuniga,West,Small Business,Medium,2025,7,3,3,Thursday,0,1,711,Summer,0,51-65,1061.1,1061.1,1,2025-07-31,2025-07-31,High,Mid-Range,High,1492.4,431.3036,132.64,71.1,981316.26,2079.06,472,3127,2047.51,5,2,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
TXN004631,2025-01-17,Joshua Watson,smithbrianna@example.org,36,Clothing,Dress,9,289.0,15.6,2195.24,Cash,Dylan Miller,North,Small Business,High,2025,1,1,4,Friday,0,0,516,Winter,0,36-50,2195.24,2195.24,1,2025-01-17,2025-01-17,High,Premium,Medium,2601.0,405.756,243.92,84.4,973103.11,2129.33,457,2950,2139.28,4,5,4,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0
TXN004632,2025-07-07,Mark Taylor,ebrewer@example.com,56,Sports,Bicycle,12,396.68,16.1,3993.77,Credit Card,Connie Lawrence,North,Small Business,High,2025,7,3,0,Monday,0,0,687,Summer,0,51-65,3993.77,3993.77,1,2025-07-07,2025-07-07,Premium,Premium,Medium,4760.16,766.38576,332.81,83.9,968793.08,1895.88,511,3246,2139.28,5,2,5,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
TXN004633,2024-08-13,James Arnold,mendozaangela@example.com,75,Electronics,Tablet,12,992.83,12.6,10412.8,Paypal,Allison Hill,North,Small Business,Urgent,2024,8,3,1,Tuesday,0,0,359,Summer,0,65+,10412.8,10412.8,1,2024-08-13,2024-08-13,Premium,Mid-Range,Medium,11913.960000000001,1501.1589600000002,867.73,87.4,1083710.87,2248.36,482,3190,2139.28,3,3,5,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0
TXN004634,2025-02-22,Daisy Hill,olittle@example.org,67,Clothing,T-Shirt,4,70.03,3.8,269.48,Cash,Matthew Foster,South,Enterprise,Low,2025,2,1,5,Saturday,1,0,552,Winter,0,65+,269.48,269.48,1,2025-02-22,2025-02-22,Low,Budget,Low,280.12,10.64456,67.37,96.2,1022438.71,2078.13,492,3240,2108.51,4,4,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
TXN004635,2025-08-17,James Wong,hfoley@example.com,44,Clothing,Shorts,7,211.52,28.1,1064.58,Cash,Margaret Hawkins Dds,North,Individual,Low,2025,8,3,6,Sunday,1,0,728,Summer,0,36-50,1198.66,599.33,2,2024-08-20,2025-08-17,High,Premium,High,1480.64,416.05984000000007,152.08,71.9,1074806.64,2202.47,488,3142,2139.28,5,5,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
TXN004636,2024-08-15,Ana Phillips,vnavarro@example.org,62,Home & Garden,Plant,7,194.77,16.5,1138.43,Debit Card,Ryan Munoz,North,Small Business,Low,2024,8,3,3,Thursday,0,0,361,Summer,0,51-65,1138.43,1138.43,1,2024-08-15,2024-08-15,High,Budget,Medium,1363.39,224.95935000000003,162.63,83.5,1022796.97,2180.8,469,3143,2139.28,3,5,3,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
TXN004637,2025-04-22,Damon Dudley,rothxavier@example.org,64,Electronics,Tablet,12,1599.28,0.7,19057.02,Paypal,Allison Hill,East,Enterprise,Low,2025,4,2,1,Tuesday,0,0,611,Spring,0,51-65,19057.02,19057.02,1,2025-04-22,2025-04-22,Premium,Premium,Low,19191.36,134.33952,1588.08,99.3,1083710.87,2248.36,482,3190,2107.87,5,4,5,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1
TXN004638,2025-07-29,Wendy Foster,khoward@example.com,59,Books,Textbook,4,50.54,28.8,143.94,Bank Transfer,Margaret Hawkins Dds,Central,Individual,Medium,2025,7,3,1,Tuesday,0,0,709,Summer,0,51-65,143.94,143.94,1,2025-07-29,2025-07-29,Low,Mid-Range,High,202.16,58.222080000000005,35.98,71.2,1074806.64,2202.47,488,3142,2202.89,5,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TXN004639,2025-02-17,Erin Jenkins,floyddanielle@example.org,21,Clothing,Dress,2,45.58,16.3,76.3,Debit Card,Derek Zuniga,Central,Enterprise,Medium,2025,2,1,0,Monday,0,0,547,Winter,0,18-25,76.3,76.3,1,2025-02-17,2025-02-17,Low,Budget,Medium,91.16,14.85908,38.15,83.7,981316.26,2079.06,472,3127,2202.89,4,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
TXN004640,2024-12-27,Patrick Hernandez,hdoyle@example.com,28,Books,Fiction,7,73.84,26.7,378.87,Paypal,Derek Zuniga,North,Small Business,High,2024,12,4,4,Friday,0,0,495,Winter,1,26-35,378.87,378.87,1,2024-12-27,2024-12-27,Medium,Premium,High,516.88,138.00696000000002,54.12,73.3,981316.26,2079.06,472,3127,2139.28,4,2,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
TXN004641,2024-05-20,Adam Moore,markoconnor@example.com,44,Books,Manual,2,61.83,2.1,121.06,Debit Card,Lisa Hensley,West,Enterprise,High,2024,5,2,0,Monday,0,0,274,Spring,0,36-50,121.06,121.06,1,2024-05-20,2024-05-20,Low,Premium,Low,123.66,2.59686,60.53,97.9,869168.25,1970.9,441,2901,2047.51,2,3,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
TXN004642,2024-06-22,Kevin Richardson,shawnanderson@example.com,71,Home & Garden,Bedding,5,202.25,7.0,940.46,Paypal,Derek Zuniga,East,Small Business,Urgent,2024,6,2,5,Saturday,1,0,307,Summer,0,65+,940.46,940.46,1,2024-06-22,2024-06-22,Medium,Budget,Low,1011.25,70.78750000000001,188.09,93.0,981316.26,2079.06,472,3127,2107.87,3,4,3,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN004643,2024-12-12,Don Mitchell,dparker@example.org,68,Sports,Soccer Ball,6,468.06,12.0,2471.36,Credit Card,Carla Gray,West,Small Business,Low,2024,12,4,3,Thursday,0,0,480,Winter,1,65+,2471.36,2471.36,1,2024-12-12,2024-12-12,High,Premium,Medium,2808.36,337.0032,411.89,88.0,965704.31,2225.13,434,2878,2047.51,4,2,4,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0
TXN004644,2023-12-08,Amber Jones,lmoore@example.net,76,Home & Garden,Cookware,7,46.28,23.2,248.8,Bank Transfer,Connie Lawrence,Central,Small Business,Low,2023,12,4,4,Friday,0,0,110,Winter,1,65+,248.8,248.8,1,2023-12-08,2023-12-08,Low,Budget,High,323.96000000000004,75.15872,35.54,76.8,968793.08,1895.88,511,3246,2202.89,1,3,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
TXN004645,2024-12-02,Manuel Gonzalez,larrywerner@example.org,74,Home & Garden,Furniture,8,251.58,16.2,1686.59,Bank Transfer,Brian Ramirez,South,Small Business,Medium,2024,12,4,0,Monday,0,0,470,Winter,1,65+,1686.59,1686.59,1,2024-12-02,2024-12-02,High,Budget,Medium,2012.64,326.04768,210.82,83.8,1074734.73,2229.74,482,3080,2108.51,4,3,4,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0
TXN004646,2024-11-02,Lawrence Wood,moranemily@example.com,63,Electronics,Laptop,7,1268.65,26.1,6562.73,Debit Card,Daniel Wagner,West,Small Business,High,2024,11,4,5,Saturday,1,0,440,Fall,1,51-65,6562.73,6562.73,1,2024-11-02,2024-11-02,Premium,Mid-Range,High,8880.550000000001,2317.8235500000005,937.53,73.9,1094357.58,2237.95,489,3176,2047.51,4,4,5,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0
TXN004647,2025-01-19,Casey Green,rtrujillo@example.net,53,Sports,Yoga Mat,9,277.09,5.9,2346.68,Cash,Gina Moore,Central,Individual,Urgent,2025,1,1,6,Sunday,1,0,518,Winter,0,51-65,2346.68,2346.68,1,2025-01-19,2025-01-19,High,Mid-Range,Low,2493.81,147.13479,260.74,94.1,1015353.97,2281.69,445,2864,2202.89,4,4,4,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN004648,2025-01-10,Erin Morrison,nryan@example.net,74,Books,Textbook,8,72.36,10.6,517.52,Debit Card,Derek Zuniga,North,Small Business,Urgent,2025,1,1,4,Friday,0,0,509,Winter,0,65+,517.52,517.52,1,2025-01-10,2025-01-10,Medium,Premium,Medium,578.88,61.36128,64.69,89.4,981316.26,2079.06,472,3127,2139.28,4,4,2,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
TXN004649,2023-12-19,Jonathan Ellis,williamstiffany@example.net,26,Sports,Bicycle,11,82.9,2.4,890.01,Debit Card,Margaret Hawkins Dds,North,Individual,Medium,2023,12,4,1,Tuesday,0,0,121,Winter,1,26-35,890.01,890.01,1,2023-12-19,2023-12-19,Medium,Budget,Low,911.9000000000001,21.885600000000004,80.91,97.6,1074806.64,2202.47,488,3142,2139.28,1,5,3,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
TXN004650,2024-02-08,James Hooper,slawson@example.net,52,Clothing,Shorts,4,184.53,2.7,718.19,Bank Transfer,Brian Ramirez,South,Enterprise,Urgent,2024,2,1,3,Thursday,0,0,172,Winter,0,51-65,718.19,718.19,1,2024-02-08,2024-02-08,Medium,Mid-Range,Low,738.12,19.929240000000004,179.55,97.3,1074734.73,2229.74,482,3080,2108.51,2,5,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
TXN004651,2025-07-02,Michael Smith,jason68@example.org,79,Sports,Bicycle,6,300.0,12.3,1578.6,Credit Card,Derek Zuniga,North,Enterprise,Urgent,2025,7,3,2,Wednesday,0,0,682,Summer,0,65+,1578.6,1578.6,1,2025-07-02,2025-07-02,High,Mid-Range,Medium,1800.0,221.40000000000003,263.1,87.7,981316.26,2079.06,472,3127,2139.28,5,2,4,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
TXN004652,2024-07-16,Heather Daniel,matthew25@example.net,72,Home & Garden,Lamp,2,788.77,17.2,1306.2,Cash,Daniel Wagner,North,Small Business,High,2024,7,3,1,Tuesday,0,0,331,Summer,0,65+,1306.2,1306.2,1,2024-07-16,2024-07-16,High,Premium,Medium,1577.54,271.33687999999995,653.1,82.8,1094357.58,2237.95,489,3176,2139.28,3,3,3,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
TXN004653,2025-05-07,John Lopez,jcunningham@example.org,28,Sports,Tennis Racket,5,48.06,1.5,236.7,Paypal,Connie Lawrence,West,Enterprise,Urgent,2025,5,2,2,Wednesday,0,0,626,Spring,0,26-35,236.7,236.7,1,2025-05-07,2025-05-07,Low,Budget,Low,240.3,3.6045,47.34,98.5,968793.08,1895.88,511,3246,2047.51,5,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
TXN004654,2025-02-27,Brenda West,tonychen@example.com,46,Books,Biography,8,65.17,15.1,442.63,Debit Card,Connie Lawrence,South,Small Business,Medium,2025,2,1,3,Thursday,0,0,557,Winter,0,36-50,442.63,442.63,1,2025-02-27,2025-02-27,Medium,Premium,Medium,521.36,78.72536,55.33,84.9,968793.08,1895.88,511,3246,2108.51,4,5,2,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
TXN004655,2024-03-17,Jennifer Fernandez,thomasbrown@example.net,25,Sports,Tennis Racket,9,103.67,5.8,878.91,Debit Card,Noah Rhodes,North,Small Business,Urgent,2024,3,1,6,Sunday,1,0,210,Spring,0,18-25,878.91,878.91,1,2024-03-17,2024-03-17,Medium,Budget,Low,933.03,54.115739999999995,97.66,94.2,1008819.61,2212.32,456,2935,2139.28,2,5,3,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN004656,2024-07-08,Corey Powers,jonking@example.com,27,Books,Manual,8,18.44,11.1,131.15,Cash,Tommy Walter,West,Individual,Low,2024,7,3,0,Monday,0,0,323,Summer,0,26-35,131.15,131.15,1,2024-07-08,2024-07-08,Low,Budget,Medium,147.52,16.37472,16.39,88.9,972699.08,2018.05,482,3075,2047.51,3,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN004657,2023-09-26,Angel Garcia,carol61@example.net,61,Clothing,Jacket,11,233.81,22.4,1995.8,Cash,Angie Henderson,West,Small Business,Urgent,2023,9,3,1,Tuesday,0,0,37,Fall,0,51-65,1995.8,1995.8,1,2023-09-26,2023-09-26,High,Premium,High,2571.91,576.1078399999999,181.44,77.6,956042.28,1931.4,495,3172,2047.51,1,1,4,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
TXN004658,2025-02-10,Dr. Jennifer Shaw,vtodd@example.net,37,Electronics,Headphones,1,891.48,20.9,705.16,Bank Transfer,Monica Herrera,South,Individual,Low,2025,2,1,0,Monday,0,0,540,Winter,0,36-50,705.16,705.16,1,2025-02-10,2025-02-10,Medium,Mid-Range,High,891.48,186.31932,705.16,79.1,916971.44,2055.99,446,2920,2108.51,4,5,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
TXN004659,2025-07-10,Kaitlin Whitney,josephking@example.com,39,Home & Garden,Plant,9,710.16,16.0,5368.81,Debit Card,Cristian Santos,South,Enterprise,Low,2025,7,3,3,Thursday,0,0,690,Summer,0,36-50,5368.81,5368.81,1,2025-07-10,2025-07-10,Premium,Premium,Medium,6391.44,1022.6304,596.53,84.0,1050434.85,2117.81,496,3267,2108.51,5,3,5,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1
TXN004660,2024-04-27,David Mcconnell,christopher69@example.net,55,Electronics,Monitor,12,1373.92,27.1,12019.05,Credit Card,Ryan Munoz,East,Individual,Low,2024,4,2,5,Saturday,1,0,251,Spring,0,51-65,12019.05,12019.05,1,2024-04-27,2024-04-27,Premium,Mid-Range,High,16487.04,4467.987840000001,1001.59,72.9,1022796.97,2180.8,469,3143,2107.87,2,1,5,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0
TXN004661,2025-02-10,Brandon Contreras,brandon88@example.org,75,Electronics,Camera,1,1448.93,30.0,1014.25,Debit Card,Angie Henderson,West,Individual,High,2025,2,1,0,Monday,0,0,540,Winter,0,65+,1014.25,1014.25,1,2025-02-10,2025-02-10,Medium,Premium,High,1448.93,434.67900000000003,1014.25,70.0,956042.28,1931.4,495,3172,2047.51,4,1,3,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
TXN004662,2024-03-15,Sheila Stephens,martinezbeth@example.org,31,Sports,Weights,1,480.39,24.1,364.62,Paypal,Carla Gray,West,Individual,Low,2024,3,1,4,Friday,0,0,208,Spring,0,26-35,364.62,364.62,1,2024-03-15,2024-03-15,Medium,Premium,High,480.39,115.77399000000001,364.62,75.9,965704.31,2225.13,434,2878,2047.51,2,3,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
